,Range,Importance_of_Middle_Register,Mean_Pitch,Most_Common_Pitch,Amount_of_Arpeggiation,Repeated_Notes,Range_of_Rhythmic_Values,Amount_of_Staccato,Dynamic_Range,Variation_of_Dynamics
"/Users/lucyhood/Desktop/4th year/music analytics/Game of Thrones/Game of Thrones Theme.mid",52.0, 0.3601, 52.55, 48.0, 0.5687, 0.05703, 7.0, 0.0, 13.0, 1.1
