,Range,Importance_of_Middle_Register,Mean_Pitch,Most_Common_Pitch,Amount_of_Arpeggiation,Repeated_Notes,Range_of_Rhythmic_Values,Amount_of_Staccato,Dynamic_Range,Variation_of_Dynamics
"/Users/lucyhood/Desktop/4th year/music analytics/Parks and Rec/Parks and Recreation Theme.mid",55.0, 0.5485, 60.93, 48.0, 0.5401, 0.3463, 6.0, 0.2808, 63.0, 18.95
