,Range,Importance_of_Middle_Register,Mean_Pitch,Most_Common_Pitch,Amount_of_Arpeggiation,Repeated_Notes,Range_of_Rhythmic_Values,Amount_of_Staccato,Dynamic_Range,Variation_of_Dynamics
"/Users/lucyhood/Desktop/4th year/music analytics/Twin Peaks/Twin Peaks Theme.mid",38.0, 0.523, 54.0, 53.0, 0.4157, 0.08688, 8.0, 0.001152, 12.0, 0.5757
