,Range,Importance_of_Middle_Register,Mean_Pitch,Most_Common_Pitch,Amount_of_Arpeggiation,Repeated_Notes,Range_of_Rhythmic_Values,Amount_of_Staccato,Dynamic_Range,Variation_of_Dynamics
"/Users/lucyhood/Desktop/4th year/music analytics/Brooklyn Nine-Nine/Brooklyn Nine - Nine Theme.mid",60.0, 0.1124, 52.33, 40.0, 0.6159, 0.4106, 7.0, 0.0, 0.0, 0.0
