,Range,Importance_of_Middle_Register,Mean_Pitch,Most_Common_Pitch,Amount_of_Arpeggiation,Repeated_Notes,Range_of_Rhythmic_Values,Amount_of_Staccato,Dynamic_Range,Variation_of_Dynamics
"/Users/lucyhood/Desktop/4th year/music analytics/Doctor Who/Doctor Who Theme.mid",58.0, 0.2108, 46.11, 28.0, 0.6394, 0.01818, 9.0, 0.001742, 0.0, 0.0
