0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



-66.8875,-2.24031,2.93847,-1.80455,2.12755,-2.26655,3.01943,-2.79429,2.56304,-1.59968,2.38557,-2.27871,1.97713,-1.99995,2.20665,-2.06655,1.6078,-1.77937,1.3854,-1.98791
-34.8165,-0.362281,0.00283824,-0.217089,0.346634,-0.397335,1.73238,0.306096,0.678376,-0.890837,1.25273,-1.48605,1.48517,-1.63794,1.75624,-1.19808,1.92484,-2.00461,1.79394,-1.40118
-21.3778,6.37001,1.1326,0.391896,0.344174,0.230727,0.0964032,-0.222667,0.88441,-0.975911,0.942856,-1.3478,1.17745,-1.46885,1.5607,-1.50409,2.00602,-1.52613,1.60813,-1.51195
-13.3776,7.53642,-0.218244,0.917444,0.42656,0.19619,0.275062,-0.643266,1.22626,-1.00314,0.899956,-1.07024,0.790549,-1.10925,1.31868,-1.16298,1.58279,-1.29956,1.34563,-1.11503
-6.65649,7.16675,-2.13501,1.62781,-0.249002,0.0624145,0.345112,-0.25119,0.864936,-0.821536,0.978617,-0.982557,0.782383,-0.931393,1.05466,-1.09368,1.27184,-1.19344,1.44292,-0.952906
-10.063,9.88446,-2.57475,0.965094,1.33567,-1.77023,2.03809,-1.35095,1.44552,-0.424797,0.603736,-0.603264,0.722621,-1.35593,1.27459,-1.18626,0.841624,-0.545575,0.803387,-0.564291
-11.4015,9.65571,-1.56217,0.716591,1.22732,-1.0495,1.54781,-1.27248,1.66898,-0.734237,1.07927,-0.966809,0.715969,-0.964274,0.6154,-1.05182,0.944618,-0.910421,0.94427,-0.82837
-8.55592,8.6847,-2.93378,1.88134,0.0590907,-0.59419,1.51627,-1.41648,2.11634,-1.7482,1.57924,-1.20658,0.478375,-0.345964,0.251736,-0.710347,0.71667,-1.22813,1.30357,-0.951056
-9.71266,9.21412,-2.94071,1.16869,0.391305,-1.06022,1.38679,-1.52286,1.9921,-1.50895,1.24835,-0.894843,0.415701,-0.628306,0.725852,-1.09314,1.07171,-1.12321,1.27559,-0.762436
-8.74314,8.32171,-2.58457,0.911166,-0.181033,-0.529838,0.440787,-0.762568,1.15194,-1.28051,1.11735,-1.35081,0.85044,-1.23916,1.2505,-1.54953,1.20058,-0.978293,1.09064,-0.335782
-9.90726,6.99904,-0.213554,0.0457299,0.0979305,0.565077,-1.10112,0.392305,0.239213,-0.524149,1.01719,-1.44345,0.821067,-1.45985,1.22887,-1.63983,1.32013,-1.24425,1.23886,-0.996811
-10.2164,6.44419,1.16111,-0.151763,0.014961,1.74749,-1.28115,0.124723,0.577246,-0.069881,0.349996,-0.865931,0.799865,-1.52674,1.07216,-1.24396,1.22837,-1.63152,1.74178,-1.25664
-8.83349,6.23021,0.897745,0.420211,-0.290534,1.54369,-0.968506,0.250009,0.355699,-0.361043,0.631341,-0.735939,0.610573,-1.31149,1.20675,-1.49135,1.29647,-1.29204,1.43717,-1.11249
-5.44285,6.1282,-1.53336,1.58421,-0.708846,0.71391,-0.22212,0.169517,0.388031,-0.556924,0.670548,-1.0572,0.743222,-1.10412,1.11919,-1.20131,1.31188,-1.2064,1.36737,-0.961772
