-51.0247,-1.55504,0.0330971,-0.464579,0.565943,0.308852,-0.498379,-0.274721,0.137584,1.17169,0.0478067,-0.0812916,-0.480248,0.319291,-0.312593,-0.229632,0.0901706,0.473704,0.250942,-0.322977
-44.8916,-3.09038,0.708304,-1.11564,0.156559,0.138151,-1.09002,1.07115,-0.830195,1.44708,-0.81498,0.523396,-0.793475,0.491653,-0.115667,-0.424593,0.282294,0.281695,0.366715,-0.0658402
-35.2556,-1.72589,-0.362463,-1.2161,-0.827668,0.0335596,-1.04748,-0.223532,-0.192686,0.135229,-0.844196,0.59365,-0.828979,0.371487,0.479813,-0.523322,0.434346,-0.225977,0.0515668,-0.187276
-16.0805,2.0103,-0.910267,0.0902384,0.554348,0.31038,0.0252517,0.582342,-0.134342,-0.49742,-0.00188048,0.15952,0.39837,-0.09452,0.0540465,0.169253,0.0996468,0.0551728,0.089841,0.283815
-10.7385,2.28561,-0.80172,0.357359,0.4063,-0.0154343,0.191516,0.432355,0.0193086,0.0193448,0.101344,0.151811,0.116876,-0.0289541,0.147063,0.249064,0.134102,-0.0922432,-0.109981,0.134547
-10.5812,2.0214,-0.306227,0.325791,0.117751,0.307174,0.125203,0.120439,0.1902,0.00116449,0.196602,0.2617,0.0689583,-0.00277566,0.00870111,0.161859,0.348361,0.0842929,-0.0624045,-0.0174392
-10.6239,2.41556,-0.476164,0.418498,0.301915,0.318647,-0.020314,-0.0753718,0.130479,-0.0698664,0.00431663,-0.00254806,-0.178353,0.0689494,0.0443165,0.257862,0.087815,-0.0848483,0.183692,0.0402048
-10.031,1.9988,-0.522091,0.305943,-0.0592597,0.410728,0.311496,0.0127771,0.000138573,0.236304,-0.0390349,0.0429606,-0.123032,0.0422175,0.123756,0.101686,-0.0669503,0.156311,0.0240176,0.0852468
-9.61396,2.00786,-0.430291,0.398264,0.181846,0.297367,0.0228257,0.012846,-0.115581,0.02447,-0.0157875,-0.203684,-0.00809471,0.337602,0.17977,-0.221289,-0.0696427,-0.154315,0.128478,0.0277824
-3.94627,2.87064,0.212722,0.953542,0.319646,0.174301,0.241906,-0.0646898,0.089361,0.462872,-0.192798,0.0449764,-0.175448,0.0657832,-0.307107,-0.135765,-0.00469285,0.109162,0.0571814,0.024109
-3.7986,2.04585,0.433206,0.708619,0.509172,-0.0989417,-0.142736,0.177119,0.223558,0.139885,-0.503775,0.0694438,-0.00439191,0.0202713,0.023649,0.256278,0.0335479,0.123917,0.0856139,-0.0123239
-4.0521,2.2898,1.0228,0.440864,0.313551,0.227149,-0.00969556,0.115308,0.048169,0.0151877,-0.124228,0.0240309,0.415699,0.262978,-0.0965546,-0.148682,0.0279778,-0.0517756,0.0664627,0.0955562
-4.72848,1.73207,1.01014,0.877817,0.353028,0.417222,0.277651,0.287183,0.0183327,0.0195055,-0.24654,-0.194578,0.00157877,0.00468176,-0.157318,0.0244043,-0.0736936,-0.0185344,0.0583185,0.14944
-5.04837,1.47391,1.12175,0.756052,-0.0378203,0.000817691,0.115017,0.342197,0.193108,-0.200876,-0.314424,-0.0325515,-0.0307212,0.0635072,-0.0994412,-0.0166804,-0.0794313,-0.0472204,0.125644,-0.000927634
-4.59441,2.02433,1.09699,0.625047,0.383466,0.448642,0.404996,0.125226,-0.240521,-0.210432,-0.229388,0.024789,-0.157811,0.00240964,0.0227972,-0.00335851,-0.337586,-0.298017,0.0492587,0.0105844
-4.87797,1.62709,1.00132,0.364733,0.317334,0.597672,0.00848005,0.036406,0.0396958,-0.046653,-0.22461,-0.201084,-0.236058,-0.077946,-0.185459,-0.152665,0.00305387,-0.237141,-0.0503245,0.149697
-5.52664,1.4405,1.02904,0.505247,0.354623,0.435408,0.350314,0.0915189,0.187002,0.331186,-0.235709,-0.14346,0.0226293,0.00887792,-0.0975174,-0.0956858,-0.0389959,-0.29962,-0.0845885,-0.11263
-5.12529,1.15756,0.704331,0.570573,0.287315,0.686275,0.602368,0.396556,0.0286099,0.0371188,-0.26623,0.149469,0.153815,-0.0397032,-0.184344,-0.376233,-0.0473372,-0.0986543,-0.0530478,-0.0259489
-5.44319,1.13151,1.07296,0.7087,0.143907,0.168516,0.317096,0.260598,-0.0148848,-0.200566,-0.342936,0.0525692,0.240797,0.143422,-0.11486,-0.0689333,-0.309873,-0.210547,-0.0505522,-0.0255063
-5.92631,1.23196,0.858081,0.448228,0.28167,0.315508,0.194298,0.246707,-0.0169731,0.149146,-0.0741046,0.114296,0.277852,0.0960984,0.0295511,-0.119748,-0.00888771,-0.0372553,-0.125831,-0.0378618
-3.3281,1.89917,0.1534,0.782196,-0.14082,-0.0595858,0.127736,0.0730313,-0.203457,-0.193683,-0.208963,0.0238473,-0.0855976,-0.0139912,0.159855,0.0211933,-0.111451,-0.149273,0.0634586,0.0131393
-2.54135,2.29949,-0.0704015,1.127,-0.316856,0.297341,0.2248,-0.232855,-0.256398,-0.153896,-0.0616508,0.0986727,0.150989,0.327437,-0.243368,-0.264426,-0.233652,-0.200873,0.101197,-0.0793426
-3.55064,2.79202,0.111668,0.769212,-0.168593,0.519352,0.114354,-0.357742,-0.304823,-0.24177,0.259342,0.119256,0.146342,0.0534392,-0.293838,-0.230098,-0.31341,-0.0676334,0.215971,0.218526
-4.43428,2.96871,0.539403,0.424387,0.27844,0.343638,0.15386,-0.275017,-0.599876,-0.0978998,-0.0246213,0.2613,-0.0675373,-0.0560166,-0.236475,-0.417457,-0.257525,-0.078537,0.344552,0.209518
