0,0,0,0,0,0,0,0,0,0,0,0





3.15785e-16,1.52592e-16,1.81159e-16,2.8461e-16,1.35344e-16,1.46098e-16,9.92617e-17,1.00514e-16,1.53561e-16,1.43081e-16,9.35138e-17,1.36091e-16
9.93452e-14,5.64917e-14,6.31865e-14,7.55842e-14,3.31975e-14,2.68724e-14,3.31329e-14,8.91525e-14,2.71985e-14,2.70736e-14,3.93703e-14,2.11312e-14
7.43299e-11,6.41484e-11,4.8337e-11,5.66576e-11,3.06666e-11,3.79433e-11,3.92661e-11,3.32974e-11,4.62628e-11,3.08357e-11,3.20087e-11,4.05121e-11
5.44943e-9,3.60064e-9,2.81044e-9,2.15335e-9,1.2009e-9,4.94948e-10,4.70597e-10,4.91025e-10,5.96111e-10,3.49391e-10,2.92495e-10,4.9802e-10
2.06572e-7,1.96352e-7,8.86976e-8,8.23997e-8,1.5655e-7,1.97512e-7,9.67721e-8,4.0759e-8,7.32585e-8,5.16938e-8,6.50382e-8,9.11176e-8
1.17526e-5,8.65631e-6,4.91964e-6,3.34119e-6,1.44469e-6,2.95623e-6,1.17211e-6,5.92111e-7,1.07836e-6,2.12172e-6,8.68702e-7,8.69531e-7
0.000264185,0.000261379,0.000212629,0.000151262,0.000111654,8.86003e-5,6.34128e-5,4.94404e-5,3.85145e-5,3.83428e-5,3.19309e-5,3.57705e-5
0.0016209,0.00299003,0.00373926,0.00288811,0.00133555,0.00105703,0.00156944,0.00151657,0.00103012,0.000608886,0.000492725,0.000460085
0.00249534,0.00522892,0.0151931,0.0202083,0.00993466,0.00279766,0.0111792,0.013461,0.0048545,0.0017556,0.00541796,0.00452748
0.00647378,0.0127191,0.0292415,0.0375701,0.0235467,0.022382,0.0172294,0.00772482,0.00639531,0.0034197,0.00336358,0.00526675
0.0174908,0.0150617,0.0418719,0.113051,0.137327,0.0656666,0.0180379,0.0288462,0.0442654,0.0293142,0.0229699,0.0268791
0.0150929,0.015529,0.0409343,0.150582,0.181315,0.0683691,0.0198464,0.0286989,0.0395349,0.0168442,0.0171864,0.0216435
0.0069052,0.0149533,0.0361535,0.159907,0.180765,0.0494359,0.00965047,0.0210432,0.0287152,0.0104443,0.0117692,0.012341
0.0058227,0.00389291,0.0260574,0.171084,0.197969,0.0542812,0.00987462,0.0108265,0.0193788,0.00975508,0.0141606,0.0144543
0.00922676,0.0104758,0.0311719,0.157424,0.177137,0.0406639,0.00648097,0.00768247,0.0133731,0.00564482,0.0127018,0.0182924
0.00970006,0.00915228,0.0255187,0.156047,0.178373,0.0518581,0.00748811,0.00967003,0.0127887,0.00616279,0.0122385,0.0181966
0.0205646,0.0314653,0.043131,0.106525,0.116511,0.0345392,0.0211836,0.0249102,0.0323707,0.0215945,0.0215945,0.0247331
0.00910981,0.0157521,0.0326981,0.0924094,0.109739,0.0373984,0.0095431,0.0172967,0.0232743,0.0118003,0.0234958,0.0234576
0.00762323,0.0175388,0.0309773,0.0569449,0.0760577,0.0260669,0.0165719,0.0156784,0.0185937,0.00756208,0.0136056,0.0126002
0.0176033,0.0217256,0.0341544,0.055281,0.0745746,0.0477804,0.0173939,0.0299786,0.0384161,0.0294957,0.0284533,0.0254088
0.00826496,0.0157783,0.0268913,0.0567701,0.0960666,0.042622,0.0131336,0.0194651,0.0349439,0.0198885,0.0183364,0.0167608
0.00693315,0.0119435,0.0221049,0.0645996,0.0756241,0.0219547,0.011909,0.0184771,0.0267465,0.0117715,0.0141924,0.0161334
0.00403356,0.00928111,0.0186982,0.0787525,0.101799,0.0339946,0.00975517,0.0157559,0.0179177,0.00734707,0.00918601,0.0110899
0.00340559,0.00693528,0.0167775,0.0804558,0.0980172,0.0282442,0.00596688,0.0120437,0.0137256,0.00588227,0.00700237,0.0086902
0.00395006,0.00736029,0.0159583,0.0858974,0.0959873,0.0222524,0.0043869,0.00799497,0.00859606,0.00290322,0.00703856,0.0101239
0.0187151,0.0369283,0.049528,0.11001,0.113597,0.0462905,0.0191737,0.00887291,0.0160557,0.0138746,0.0138037,0.0174469
0.013608,0.0335033,0.070418,0.0911785,0.0851862,0.0203549,0.0134536,0.0159255,0.0116617,0.013058,0.00863332,0.00489723
0.00785352,0.0198272,0.0601326,0.126701,0.104126,0.0282857,0.00775069,0.00993575,0.00795936,0.00612459,0.0107091,0.00701117
0.0243682,0.0368993,0.0629597,0.11263,0.124771,0.0479806,0.0191763,0.0271674,0.0281072,0.0238133,0.0213045,0.0235411
0.0222812,0.0218737,0.0457258,0.0958791,0.112075,0.0588993,0.0285809,0.0460236,0.0585518,0.027225,0.0269861,0.0293079
0.0123782,0.0188759,0.0314672,0.125153,0.168096,0.0669836,0.0253045,0.0311096,0.034127,0.0168512,0.0177111,0.0243802
0.00984794,0.0176838,0.0339867,0.122095,0.149506,0.0500609,0.0168277,0.0323023,0.0373047,0.0136936,0.0161475,0.0221442
0.0090394,0.00997677,0.0256435,0.107953,0.128441,0.0370733,0.00670208,0.0203437,0.0240316,0.00708905,0.0200018,0.0243331
0.00806637,0.0156695,0.0303774,0.107727,0.11852,0.0307743,0.00590655,0.0159622,0.0181478,0.0083039,0.0169164,0.0194786
0.0118605,0.0190137,0.0365911,0.0866136,0.119855,0.0453934,0.0138742,0.0181578,0.0143019,0.00698404,0.0112035,0.0161769
0.0179281,0.0177077,0.0355941,0.116766,0.137536,0.0453308,0.0178499,0.0233881,0.0357676,0.0244811,0.0248258,0.0295085
0.00687974,0.0182103,0.036507,0.116439,0.139323,0.0452854,0.019171,0.0160363,0.0224202,0.0138701,0.0167125,0.0155804
0.0102041,0.0210445,0.0433686,0.0962741,0.092989,0.0392957,0.020467,0.0113512,0.0147793,0.0113266,0.0127385,0.0104622
0.0115038,0.0194559,0.0347433,0.0657795,0.104781,0.056276,0.018431,0.0311758,0.0384443,0.0249111,0.023301,0.0221202
0.00800931,0.0157254,0.0261089,0.0557073,0.0842158,0.0334831,0.011585,0.0238377,0.0251544,0.011223,0.0153866,0.0190318
0.00751206,0.0108186,0.019674,0.0825411,0.10499,0.0344482,0.0106812,0.0181612,0.0179919,0.0070843,0.0147224,0.0184854
0.00500266,0.00696981,0.0160409,0.079789,0.0959897,0.0248265,0.00449716,0.011985,0.0139978,0.00596158,0.00963853,0.0148305
0.00362768,0.00881514,0.0196032,0.0822567,0.0874448,0.0221668,0.0077368,0.010113,0.00986207,0.00561846,0.00862952,0.0115692
0.0115715,0.0158247,0.0200997,0.10125,0.107059,0.0263949,0.0114277,0.0130417,0.0148022,0.00911428,0.00989455,0.0134199
0.0186,0.0492874,0.0678327,0.0950973,0.111975,0.0388477,0.0198512,0.0124362,0.00932401,0.0195452,0.0179741,0.0185797
0.0165954,0.0232532,0.0638052,0.148489,0.115784,0.0330704,0.012321,0.0174965,0.02016,0.0184405,0.0295646,0.0258934
0.0100824,0.0125246,0.049086,0.086915,0.0850494,0.0318697,0.0176303,0.022766,0.0165117,0.0219195,0.0260034,0.0169584
0.026521,0.028556,0.0541857,0.0928002,0.110812,0.064265,0.0304392,0.0411483,0.0604804,0.038264,0.0409591,0.042195
0.0163338,0.0143161,0.0442163,0.120346,0.138803,0.0544025,0.0224118,0.0408277,0.0477129,0.0266514,0.0263899,0.0424606
0.0121962,0.0209553,0.047036,0.147172,0.153007,0.0491502,0.0147132,0.0184076,0.0287357,0.0127984,0.0163553,0.0251069
0.00715108,0.0146804,0.0290502,0.150472,0.165805,0.0446173,0.0147176,0.019384,0.0211358,0.0135863,0.0242181,0.0216529
0.0103087,0.0132402,0.0316404,0.147607,0.157227,0.0441155,0.0119296,0.0224679,0.0292075,0.0139923,0.0277275,0.0359885
0.0114998,0.0145828,0.0359115,0.135492,0.148679,0.0405798,0.0112726,0.0226293,0.0301264,0.0183875,0.0302023,0.0370981
